loan_id,origination_date,vintage,country,gender,age,dependents,monthly_income_usd,years_in_business,sector,loan_purpose,loan_amount_usd,loan_term_months,interest_rate_pct,dti_ratio,previous_loans,previous_defaults,dpd_history_days,group_lending,has_collateral,default
2719,2022-01-01,0,Ghana,F,36,1,135.75,9.8,Fishing,Working capital,155.25,6,39.8,0.2133,1,0,7,0,0,0
2720,2023-11-22,23,Sierra Leone,M,22,2,101.86,0.6,Agriculture,Working capital,659.7,12,37.4,0.6552,5,0,7,0,0,0
2721,2023-09-23,21,Gambia,M,46,2,203.69,11.0,Agriculture,Inventory,301.12,6,32.4,0.2702,1,0,0,1,0,0
2722,2024-06-19,30,Gambia,F,25,2,256.82,0.5,Petty trade,Working capital,459.73,9,39.4,0.233,3,0,0,1,0,0
2723,2023-04-26,16,Ghana,M,58,7,85.73,1.0,Petty trade,Inventory,559.88,9,37.4,0.8433,1,0,21,1,0,0
2724,2023-06-25,18,Ghana,M,19,1,208.74,2.6,Petty trade,Working capital,1103.69,6,27.1,0.9522,3,1,57,1,1,0
2725,2022-08-29,8,Gambia,F,20,5,106.06,0.0,Agriculture,Working capital,821.97,6,31.1,1.4113,2,0,0,1,1,0
2726,2024-04-20,28,Senegal,F,32,5,67.45,6.1,Livestock,Emergency,360.11,6,29.0,0.9666,3,0,0,0,0,0
2727,2024-06-19,30,Gambia,M,37,2,79.49,6.1,Petty trade,Working capital,817.33,9,43.8,1.3609,1,0,14,1,0,0
2728,2022-07-30,7,Gambia,M,63,0,60.15,9.4,Fishing,Emergency,73.66,12,31.5,0.1203,0,0,0,0,1,0
2729,2023-05-26,17,Senegal,F,42,3,128.03,1.4,Livestock,Inventory,1116.54,18,30.8,0.6111,3,0,0,1,1,0
2730,2024-09-17,33,Sierra Leone,F,35,2,128.31,0.1,Petty trade,Emergency,432.87,3,43.0,1.2061,0,0,0,0,1,0
2731,2022-01-01,0,Nigeria,F,57,2,241.13,1.9,Petty trade,Expansion,560.87,3,29.4,0.8136,3,0,7,1,0,0
2732,2023-02-25,14,Ghana,M,29,4,204.6,8.8,Petty trade,Equipment,1026.27,12,25.3,0.4775,3,2,61,0,1,0
2733,2023-11-22,23,Senegal,F,60,2,95.36,12.8,Fishing,Working capital,652.75,12,12.0,0.6082,0,0,0,1,0,0
2734,2023-03-27,15,Gambia,F,36,5,108.22,5.3,Services,Emergency,668.42,3,24.6,2.1438,1,0,21,1,0,0
2735,2023-01-26,13,Senegal,M,32,5,82.32,2.2,Manufacturing,Expansion,323.21,12,29.5,0.3818,2,1,153,0,1,0
2736,2023-08-24,20,Ghana,F,32,0,129.78,0.4,Fishing,Working capital,826.01,12,35.9,0.6391,2,0,14,1,1,0
2737,2022-09-28,9,Nigeria,F,18,5,106.43,1.5,Agriculture,Emergency,482.26,6,28.0,0.8181,5,1,168,1,0,0
2738,2023-10-23,22,Senegal,M,49,2,125.18,16.7,Livestock,Equipment,375.33,12,21.1,0.2793,1,0,0,1,0,0
2739,2024-04-20,28,Sierra Leone,F,45,4,292.16,2.4,Manufacturing,Working capital,470.44,6,31.2,0.2933,0,0,7,0,1,0
2740,2023-12-22,24,Nigeria,M,47,2,301.35,3.9,Petty trade,Working capital,2082.49,9,13.9,0.813,0,0,7,1,1,0
2741,2022-05-31,5,Gambia,F,48,3,83.54,8.8,Fishing,Emergency,456.0,9,38.4,0.7076,1,1,145,0,1,1
2742,2024-07-19,31,Sierra Leone,F,19,1,193.66,3.3,Services,Equipment,1148.2,6,39.5,1.1051,1,1,36,0,0,0
2743,2022-09-28,9,Gambia,M,59,3,179.84,1.4,Petty trade,Expansion,816.06,6,14.0,0.7875,1,1,33,0,0,0
2744,2024-05-20,29,Sierra Leone,M,42,4,87.39,2.8,Agriculture,Equipment,510.61,18,21.2,0.3818,2,0,21,1,1,0
2745,2023-04-26,16,Ghana,M,50,3,283.5,2.3,Services,Working capital,588.59,9,30.8,0.2613,1,1,51,0,0,0
2746,2024-06-19,30,Senegal,F,19,3,50.04,0.8,Manufacturing,Working capital,375.37,6,42.1,1.4082,1,0,0,1,0,0
2747,2022-10-28,10,Senegal,M,53,4,231.68,1.2,Agriculture,Emergency,1789.48,12,27.6,0.7439,1,0,0,1,1,0
2748,2022-09-28,9,Ghana,M,49,2,113.28,3.3,Petty trade,Working capital,222.39,6,31.1,0.3575,5,0,0,0,0,0
2749,2023-09-23,21,Nigeria,F,35,3,63.89,1.0,Agriculture,Emergency,494.21,12,30.0,0.7541,0,0,0,0,1,0
2750,2022-01-31,1,Nigeria,F,61,3,108.81,1.8,Services,Working capital,432.05,18,15.6,0.2488,2,0,0,1,0,0
2751,2022-11-27,11,Senegal,F,48,5,374.95,10.3,Services,Education,2712.63,9,25.3,0.8909,3,1,82,1,0,0
2752,2024-04-20,28,Nigeria,F,60,3,548.13,6.1,Manufacturing,Working capital,3178.17,3,21.9,2.0037,3,0,14,0,1,0
2753,2024-07-19,31,Senegal,M,56,3,76.16,4.4,Agriculture,Inventory,254.47,18,29.9,0.2326,1,0,7,1,0,0
2754,2022-05-01,4,Senegal,F,27,2,118.7,0.5,Agriculture,Working capital,478.54,12,22.5,0.3783,2,1,159,0,0,0
2755,2024-08-18,32,Gambia,F,64,2,108.68,3.6,Agriculture,Working capital,266.07,24,28.3,0.1348,1,0,0,0,1,0
2756,2024-06-19,30,Nigeria,M,52,2,120.13,4.7,Fishing,Emergency,175.03,18,27.6,0.0998,1,0,14,1,0,0
2757,2024-08-18,32,Ghana,F,26,2,322.14,2.6,Petty trade,Working capital,516.23,18,28.2,0.1102,2,0,0,1,0,0
2758,2024-03-21,27,Senegal,F,55,1,96.11,0.8,Agriculture,Emergency,942.4,18,36.5,0.7155,1,0,0,0,0,0
2759,2024-03-21,27,Ghana,M,38,4,76.01,3.7,Agriculture,Inventory,765.48,6,31.1,1.834,1,0,0,1,1,0
2760,2023-10-23,22,Nigeria,M,58,1,93.06,13.3,Agriculture,Expansion,144.91,24,26.0,0.0839,2,1,92,0,1,0
2761,2024-02-20,26,Gambia,M,26,1,108.59,3.8,Services,Equipment,318.61,6,32.0,0.5357,1,0,0,1,1,0
2762,2024-09-17,33,Senegal,F,30,5,192.87,2.3,Petty trade,Education,1131.74,24,23.7,0.3094,3,0,0,1,0,0
2763,2022-05-31,5,Senegal,M,34,2,131.03,12.6,Services,Expansion,758.68,12,19.4,0.5347,0,0,7,0,1,0
2764,2023-02-25,14,Gambia,F,39,3,181.13,7.4,Petty trade,Emergency,455.66,12,36.6,0.2535,2,0,0,0,0,0
2765,2022-05-01,4,Senegal,M,47,4,229.33,4.7,Petty trade,Working capital,593.47,6,22.7,0.4603,0,0,0,1,0,0
2766,2024-10-17,34,Nigeria,F,28,4,102.64,3.2,Services,Working capital,632.47,6,19.9,1.0874,4,1,49,1,1,0
2767,2023-07-25,19,Gambia,F,51,1,116.52,2.3,Agriculture,Expansion,186.7,6,40.2,0.2992,1,1,172,1,0,0
2768,2024-03-21,27,Nigeria,M,19,4,163.14,0.3,Petty trade,Inventory,981.03,6,35.0,1.107,1,1,108,0,0,0
2769,2024-07-19,31,Sierra Leone,M,33,3,83.95,4.0,Agriculture,Equipment,789.76,18,26.5,0.6391,2,1,113,1,1,0
2770,2024-11-16,35,Gambia,F,48,2,124.79,0.5,Services,Equipment,1332.39,9,35.1,1.3665,2,0,0,1,0,0
2771,2022-08-29,8,Senegal,M,30,1,229.32,6.0,Services,Equipment,1185.42,24,24.3,0.2741,2,0,14,1,1,0
2772,2024-06-19,30,Gambia,M,38,2,130.75,2.2,Petty trade,Inventory,610.55,12,31.9,0.4596,0,0,0,1,0,0
2773,2024-09-17,33,Ghana,F,46,0,261.18,21.6,Services,Equipment,2216.79,3,28.4,2.9642,0,0,0,1,0,0
2774,2022-03-02,2,Senegal,F,29,3,70.34,10.7,Agriculture,Equipment,524.71,6,25.1,1.3359,1,0,0,1,0,0
2775,2024-05-20,29,Ghana,F,63,7,148.84,1.7,Manufacturing,Working capital,841.4,6,30.1,1.0266,1,0,7,0,1,0
2776,2023-04-26,16,Nigeria,F,57,6,171.88,2.6,Manufacturing,Equipment,1379.16,9,19.0,0.9636,3,0,0,1,0,0
2777,2024-02-20,26,Nigeria,F,63,4,146.94,0.6,Agriculture,Working capital,738.54,12,23.4,0.4738,3,0,0,0,1,0
2778,2023-10-23,22,Ghana,F,41,3,102.23,1.1,Livestock,Working capital,517.68,6,12.0,0.8738,0,0,0,1,0,0
2779,2022-12-27,12,Nigeria,M,34,2,50.64,1.8,Petty trade,Inventory,286.09,9,25.4,0.696,0,0,7,1,0,0
2780,2022-07-30,7,Sierra Leone,F,64,4,237.69,0.0,Petty trade,Education,1024.01,24,30.0,0.2409,1,0,14,0,0,0
2781,2022-06-30,6,Ghana,F,52,2,52.12,4.1,Petty trade,Working capital,152.41,9,16.5,0.3477,3,0,0,0,0,0
2782,2022-05-31,5,Gambia,F,55,2,54.52,30.0,Manufacturing,Emergency,407.56,12,31.0,0.7324,2,1,45,0,0,1
2783,2024-01-21,25,Nigeria,F,26,3,172.22,0.7,Agriculture,Inventory,1653.42,12,12.0,0.853,1,0,21,0,0,0
2784,2023-04-26,16,Nigeria,F,58,2,97.37,3.1,Petty trade,Education,543.69,6,23.3,0.9949,4,0,14,0,0,0
2785,2022-10-28,10,Ghana,F,42,2,132.45,6.7,Fishing,Equipment,950.3,9,27.2,0.8902,0,0,0,0,0,0
2786,2024-03-21,27,Nigeria,F,54,1,56.27,0.6,Fishing,Inventory,185.2,6,27.8,0.5939,0,0,7,1,0,1
2787,2024-03-21,27,Senegal,M,56,1,144.74,1.9,Manufacturing,Inventory,1076.46,6,29.9,1.3498,1,0,14,0,0,0
2788,2023-10-23,22,Ghana,M,22,5,200.68,4.1,Agriculture,Education,773.04,18,14.7,0.2398,1,0,14,1,0,0
2789,2024-10-17,34,Nigeria,F,22,2,47.62,3.3,Services,Working capital,140.71,12,29.3,0.287,0,0,7,1,0,0
2790,2023-05-26,17,Nigeria,M,21,3,141.36,7.7,Petty trade,Working capital,729.59,6,33.4,0.9459,1,0,0,1,1,0
2791,2024-07-19,31,Gambia,F,48,3,208.8,4.9,Agriculture,Emergency,332.26,6,24.4,0.2844,1,0,14,0,0,1
2792,2022-05-01,4,Gambia,F,61,3,54.58,0.4,Agriculture,Working capital,172.57,24,26.1,0.1705,1,0,21,0,0,0
2793,2024-04-20,28,Senegal,F,19,3,132.54,2.1,Livestock,Emergency,435.77,18,16.5,0.2074,3,0,0,1,0,0
2794,2024-11-16,35,Senegal,F,24,1,125.32,0.0,Agriculture,Working capital,757.24,9,34.9,0.7727,2,1,92,1,1,0
2795,2024-07-19,31,Nigeria,M,40,2,150.51,3.3,Petty trade,Working capital,881.87,12,17.8,0.5366,2,0,0,1,0,0
2796,2023-12-22,24,Gambia,M,36,1,103.18,3.8,Agriculture,Working capital,737.92,6,36.6,1.3224,3,0,0,0,1,0
2797,2024-01-21,25,Nigeria,F,22,5,50.71,10.3,Services,Expansion,117.33,9,45.6,0.3084,5,2,166,1,1,0
2798,2023-04-26,16,Ghana,M,46,2,95.74,3.1,Manufacturing,Inventory,454.03,12,24.0,0.4484,4,1,148,1,0,1
2799,2024-03-21,27,Ghana,F,60,6,87.06,1.8,Petty trade,Emergency,145.23,6,21.8,0.296,1,0,14,1,1,0
2800,2024-05-20,29,Ghana,M,27,1,116.66,8.7,Manufacturing,Inventory,994.13,3,26.5,2.9669,1,0,0,1,0,0
2801,2024-11-16,35,Nigeria,M,18,2,250.4,4.2,Agriculture,Inventory,2450.81,12,36.0,0.9833,3,3,94,1,1,0
2802,2023-09-23,21,Senegal,F,28,5,49.81,1.0,Petty trade,Inventory,478.22,6,20.7,1.6981,0,0,14,0,0,0
2803,2022-04-01,3,Senegal,F,26,4,216.24,0.0,Agriculture,Equipment,1032.43,6,12.0,0.8238,0,0,0,1,1,0
2804,2023-12-22,24,Ghana,F,39,4,351.04,0.7,Petty trade,Inventory,3021.84,24,37.0,0.5129,1,0,7,1,0,0
2805,2022-06-30,6,Senegal,M,23,2,338.39,0.5,Fishing,Education,1511.49,12,28.2,0.4315,0,0,0,1,1,0
2806,2022-12-27,12,Senegal,F,34,4,355.8,0.7,Services,Education,964.79,6,26.1,0.487,0,0,7,1,0,0
2807,2023-03-27,15,Sierra Leone,F,23,2,136.4,15.7,Agriculture,Working capital,1078.08,6,28.4,1.4285,0,0,14,1,1,0
2808,2024-04-20,28,Nigeria,F,49,3,126.89,1.4,Fishing,Equipment,215.32,6,21.4,0.3007,2,1,58,0,0,1
2809,2022-09-28,9,Gambia,M,40,4,41.06,3.0,Services,Inventory,230.87,18,26.4,0.3817,1,0,14,1,0,0
2810,2022-08-29,8,Nigeria,M,21,4,106.65,4.6,Petty trade,Expansion,870.16,18,30.0,0.5684,0,0,7,1,1,0
2811,2022-03-02,2,Gambia,F,20,3,239.75,1.1,Livestock,Working capital,708.93,12,31.8,0.2909,3,1,30,1,1,0
2812,2024-08-18,32,Senegal,F,40,2,51.8,0.6,Manufacturing,Education,189.19,6,28.2,0.6598,1,0,0,0,0,0
2813,2024-03-21,27,Gambia,M,45,6,72.53,5.2,Services,Equipment,159.72,12,12.0,0.1957,0,0,0,1,0,0
2814,2022-03-02,2,Gambia,M,26,2,129.77,0.0,Agriculture,Working capital,598.65,18,25.3,0.3106,2,0,0,1,0,0
2815,2022-01-31,1,Senegal,F,33,1,45.04,1.7,Agriculture,Expansion,248.36,12,28.3,0.533,1,0,0,0,0,0
2816,2023-11-22,23,Ghana,F,46,4,362.87,16.9,Livestock,Inventory,2041.03,6,29.0,1.0183,1,0,0,0,1,0
2817,2023-01-26,13,Senegal,F,40,2,172.47,12.3,Services,Emergency,656.22,12,24.5,0.3607,0,0,21,1,0,0
2818,2023-12-22,24,Gambia,F,23,2,149.3,2.3,Manufacturing,Working capital,741.72,6,43.6,0.9364,3,0,0,1,0,1
2819,2023-07-25,19,Gambia,F,36,3,197.45,4.9,Manufacturing,Working capital,1606.31,18,24.3,0.5438,2,0,0,1,0,0
2820,2024-10-17,34,Gambia,F,27,0,99.16,1.5,Livestock,Emergency,1010.81,18,31.5,0.7179,1,0,0,1,0,0
2821,2023-01-26,13,Ghana,F,61,2,143.74,21.7,Petty trade,Equipment,532.75,9,24.2,0.4544,1,0,7,1,0,0
2822,2024-03-21,27,Gambia,M,55,3,67.61,1.4,Petty trade,Working capital,468.74,3,31.7,2.4342,0,0,0,1,0,0
2823,2022-04-01,3,Ghana,F,32,4,40.0,0.6,Agriculture,Expansion,279.04,24,16.1,0.3419,0,0,7,1,0,0
2824,2024-10-17,34,Senegal,F,29,1,119.17,3.9,Agriculture,Education,868.44,24,40.0,0.4459,1,0,21,0,0,1
2825,2024-11-16,35,Gambia,F,24,5,313.96,7.7,Petty trade,Education,3060.59,9,30.6,1.2259,1,0,14,1,0,0
2826,2024-04-20,28,Nigeria,M,52,4,331.88,0.5,Petty trade,Education,2399.25,3,23.6,2.5052,0,0,14,1,0,1
2827,2023-08-24,20,Ghana,F,61,3,108.5,0.2,Agriculture,Working capital,355.29,12,24.7,0.3108,2,0,0,1,1,0
2828,2022-11-27,11,Ghana,F,30,2,102.93,2.3,Services,Emergency,596.62,6,22.0,1.029,1,0,0,1,1,0
2829,2024-07-19,31,Senegal,M,48,6,47.79,0.4,Petty trade,Working capital,307.41,12,25.0,0.6114,0,0,0,1,0,0
2830,2024-04-20,28,Senegal,F,29,2,229.83,0.2,Petty trade,Equipment,991.62,3,27.7,1.5051,0,0,0,0,0,0
2831,2022-11-27,11,Ghana,M,61,3,156.63,4.2,Petty trade,Working capital,272.71,12,23.4,0.1641,0,0,14,1,1,0
2832,2023-07-25,19,Sierra Leone,M,32,4,108.48,3.9,Petty trade,Equipment,881.2,24,33.8,0.4702,1,0,0,1,0,0
2833,2023-08-24,20,Senegal,M,22,1,40.0,6.1,Services,Working capital,314.22,12,45.7,0.8277,1,0,0,1,0,0
2834,2024-07-19,31,Ghana,F,59,3,41.2,6.1,Petty trade,Emergency,64.75,24,26.1,0.0847,1,1,41,1,0,0
2835,2024-03-21,27,Senegal,M,62,1,131.32,2.7,Petty trade,Education,1013.65,12,12.0,0.6858,1,0,7,0,0,1
2836,2024-02-20,26,Sierra Leone,F,36,2,48.16,0.3,Petty trade,Working capital,339.24,12,25.1,0.6698,2,0,0,1,0,0
2837,2024-02-20,26,Gambia,F,60,3,167.82,2.8,Agriculture,Working capital,750.08,18,27.0,0.3047,2,0,0,0,1,0
2838,2023-01-26,13,Senegal,F,29,3,172.8,1.9,Manufacturing,Working capital,1274.71,24,33.9,0.4274,0,0,0,0,0,0
2839,2023-05-26,17,Senegal,F,30,3,55.21,1.2,Fishing,Inventory,439.39,18,22.2,0.5239,0,0,21,1,1,0
2840,2022-03-02,2,Nigeria,F,43,4,125.09,2.1,Agriculture,Emergency,896.75,18,22.4,0.4726,2,0,14,0,0,0
2841,2024-06-19,30,Nigeria,M,46,3,69.17,10.5,Petty trade,Expansion,138.49,3,22.2,0.6922,2,0,0,0,0,0
2842,2023-07-25,19,Nigeria,M,36,2,213.75,6.3,Manufacturing,Equipment,926.87,6,17.6,0.7603,2,0,14,0,0,0
2843,2023-07-25,19,Nigeria,M,55,2,875.21,5.7,Services,Education,1262.2,6,13.6,0.25,0,0,21,1,1,0
2844,2022-12-27,12,Senegal,F,55,2,113.14,6.3,Petty trade,Inventory,774.73,24,28.6,0.3779,0,0,21,1,0,0
2845,2022-10-28,10,Gambia,M,23,1,294.9,1.7,Services,Expansion,1281.9,18,16.3,0.2738,3,0,21,0,0,0
2846,2023-12-22,24,Nigeria,F,64,4,225.13,0.8,Livestock,Equipment,1743.56,18,25.5,0.5223,1,0,0,0,1,0
2847,2022-11-27,11,Senegal,F,25,1,115.98,0.3,Agriculture,Inventory,844.36,12,33.1,0.7209,1,0,0,1,0,0
2848,2022-04-01,3,Gambia,F,42,4,167.21,5.1,Services,Equipment,251.93,9,20.6,0.1821,0,0,0,1,1,0
2849,2024-05-20,29,Gambia,M,37,4,56.86,0.4,Manufacturing,Working capital,557.95,3,37.0,3.4746,0,0,0,1,0,0
2850,2023-05-26,17,Senegal,M,39,5,131.98,6.9,Agriculture,Inventory,691.64,12,22.0,0.4905,1,0,7,0,0,0
2851,2023-05-26,17,Senegal,M,24,3,101.49,9.1,Fishing,Working capital,922.67,12,15.7,0.8236,5,1,168,1,0,0
2852,2023-07-25,19,Ghana,F,34,2,274.71,0.9,Fishing,Inventory,638.74,9,24.6,0.2855,2,0,14,1,0,1
2853,2024-07-19,31,Ghana,F,19,2,83.44,1.4,Services,Inventory,377.58,9,30.6,0.5691,3,0,0,1,0,0
2854,2023-03-27,15,Gambia,F,63,4,64.55,0.9,Petty trade,Equipment,312.38,6,34.3,0.8891,3,0,7,1,0,0
2855,2024-05-20,29,Gambia,F,24,1,66.06,1.5,Services,Working capital,645.98,9,30.9,1.2311,0,0,7,1,0,0
2856,2024-10-17,34,Nigeria,F,40,5,203.04,4.9,Services,Expansion,472.16,24,42.0,0.1448,1,0,14,1,1,0
2857,2024-02-20,26,Nigeria,M,28,4,108.81,0.9,Agriculture,Working capital,663.09,6,29.5,1.1048,1,0,0,0,0,0
2858,2023-07-25,19,Nigeria,M,26,4,44.24,4.9,Petty trade,Working capital,101.6,12,23.7,0.2168,0,0,21,1,0,0
2859,2024-05-20,29,Gambia,M,36,3,223.35,3.0,Agriculture,Working capital,739.06,12,27.5,0.3185,0,0,0,0,1,0
2860,2023-08-24,20,Sierra Leone,M,63,2,49.09,0.0,Petty trade,Working capital,309.47,9,17.5,0.7525,1,0,0,1,1,0
2861,2023-06-25,18,Nigeria,M,40,3,87.44,1.5,Services,Equipment,305.66,6,34.6,0.6428,2,0,21,1,0,0
2862,2023-10-23,22,Senegal,F,63,5,107.08,0.2,Livestock,Expansion,392.79,6,16.8,0.6417,1,0,0,1,0,0
2863,2023-03-27,15,Ghana,M,56,7,62.96,8.1,Petty trade,Expansion,411.97,9,19.6,0.7877,1,0,14,0,0,0
2864,2022-05-31,5,Gambia,M,38,1,43.9,3.3,Services,Equipment,306.91,12,26.8,0.6706,1,0,7,0,0,0
2865,2023-06-25,18,Ghana,M,60,4,197.96,1.0,Services,Working capital,289.28,3,20.3,0.5037,1,0,0,1,0,0
2866,2022-06-30,6,Nigeria,M,34,2,179.67,5.2,Petty trade,Education,489.78,24,30.9,0.1537,3,1,96,1,0,0
2867,2023-06-25,18,Senegal,M,41,2,125.5,0.4,Services,Expansion,694.16,3,30.3,1.9376,3,0,0,1,1,0
2868,2023-11-22,23,Gambia,M,49,4,151.29,18.9,Agriculture,Working capital,1370.72,3,33.7,3.1913,0,0,0,1,0,1
2869,2024-10-17,34,Senegal,M,45,2,43.79,1.2,Agriculture,Inventory,211.03,12,32.6,0.476,1,0,0,0,0,1
2870,2022-03-02,2,Nigeria,F,56,2,166.2,11.7,Petty trade,Emergency,512.21,12,29.7,0.3,0,0,0,0,0,1
2871,2024-01-21,25,Nigeria,M,25,4,155.74,5.9,Fishing,Emergency,322.87,9,27.3,0.2573,4,1,167,0,0,0
2872,2023-08-24,20,Senegal,M,41,3,158.44,2.6,Fishing,Equipment,469.02,6,33.6,0.5428,2,0,0,0,1,0
2873,2022-01-31,1,Sierra Leone,F,49,4,158.11,1.0,Services,Inventory,715.35,12,28.0,0.4366,1,0,0,1,0,0
2874,2022-12-27,12,Gambia,M,33,2,220.64,2.3,Services,Inventory,755.48,18,39.2,0.2546,1,0,0,0,0,0
2875,2022-06-30,6,Gambia,F,58,2,113.34,2.3,Services,Expansion,619.56,6,35.1,1.0066,1,0,21,1,0,0
2876,2022-10-28,10,Gambia,M,32,1,126.19,1.3,Petty trade,Emergency,432.12,12,25.8,0.3268,1,0,14,1,0,0
2877,2023-01-26,13,Nigeria,F,32,2,54.55,4.0,Petty trade,Equipment,164.5,18,37.5,0.2216,1,0,7,0,0,0
2878,2023-06-25,18,Nigeria,F,33,4,183.35,0.4,Agriculture,Working capital,1192.26,12,40.0,0.6663,2,0,21,0,0,0
2879,2023-10-23,22,Nigeria,F,49,3,81.35,5.2,Agriculture,Expansion,603.63,3,44.9,2.6607,1,0,0,1,1,0
2880,2022-01-01,0,Nigeria,M,23,5,84.94,4.1,Fishing,Emergency,631.69,6,37.1,1.377,1,0,0,1,0,0
2881,2022-08-29,8,Senegal,F,24,3,95.07,1.7,Services,Emergency,509.16,18,19.4,0.3453,1,0,14,1,0,0
2882,2022-05-31,5,Senegal,M,54,3,63.86,1.0,Services,Working capital,511.84,9,20.3,0.9676,2,0,7,1,1,0
2883,2023-11-22,23,Ghana,F,27,4,113.99,0.1,Manufacturing,Emergency,352.55,6,19.6,0.5453,1,0,21,0,0,0
2884,2023-03-27,15,Senegal,M,22,7,199.24,0.2,Services,Working capital,1077.07,3,36.0,1.9111,0,0,21,1,0,0
2885,2023-11-22,23,Ghana,F,30,4,62.36,2.0,Services,Education,324.5,3,48.3,1.876,2,0,7,1,0,0
2886,2022-11-27,11,Gambia,M,36,0,120.31,3.0,Manufacturing,Expansion,781.17,12,30.9,0.6359,2,0,0,1,0,0
2887,2022-01-31,1,Senegal,F,19,5,181.24,1.1,Agriculture,Working capital,479.87,12,28.3,0.2559,0,0,0,1,0,1
2888,2024-10-17,34,Senegal,M,57,2,40.0,2.1,Agriculture,Working capital,102.46,9,32.0,0.3239,0,0,7,0,1,0
2889,2022-05-31,5,Gambia,M,23,3,369.66,2.8,Services,Working capital,1579.91,9,32.6,0.5417,0,0,0,0,1,0
2890,2022-06-30,6,Sierra Leone,F,36,2,92.09,0.5,Agriculture,Working capital,562.81,3,38.1,2.1679,1,1,128,1,1,0
2891,2022-07-30,7,Gambia,F,27,6,69.34,1.8,Services,Working capital,447.09,9,23.3,0.7878,2,0,21,1,0,0
2892,2024-11-16,35,Sierra Leone,M,31,4,127.6,1.1,Manufacturing,Emergency,985.05,6,31.7,1.4082,0,0,0,1,0,1
2893,2024-01-21,25,Gambia,M,20,5,81.05,0.4,Manufacturing,Working capital,560.71,9,34.5,0.8833,0,0,0,0,0,0
2894,2024-01-21,25,Nigeria,F,62,4,116.47,28.6,Petty trade,Education,308.57,3,30.0,0.9276,2,0,21,0,1,1
2895,2024-11-16,35,Ghana,F,62,2,77.52,0.3,Agriculture,Working capital,684.59,12,15.5,0.7992,3,1,173,0,0,0
2896,2022-05-01,4,Gambia,F,23,0,238.92,2.0,Fishing,Inventory,1222.94,12,12.9,0.4569,3,0,14,0,0,0
2897,2024-11-16,35,Gambia,F,27,1,608.07,0.2,Livestock,Inventory,1213.0,18,17.0,0.1263,3,2,64,0,0,1
2898,2022-10-28,10,Senegal,F,59,5,187.5,3.7,Petty trade,Working capital,574.63,6,36.9,0.5671,0,0,14,0,1,0
2899,2024-01-21,25,Nigeria,F,37,6,136.97,2.1,Livestock,Equipment,489.94,12,40.6,0.3676,0,0,0,0,1,0
2900,2023-06-25,18,Gambia,M,20,3,87.25,1.9,Livestock,Expansion,198.68,18,19.2,0.1466,2,0,0,1,0,0
2901,2023-05-26,17,Gambia,F,24,2,229.69,0.6,Petty trade,Working capital,534.14,18,34.5,0.1673,3,1,96,0,0,0
2902,2024-10-17,34,Ghana,F,37,2,76.64,4.8,Petty trade,Equipment,743.42,6,12.0,1.6737,1,0,0,1,1,0
2903,2022-07-30,7,Ghana,M,44,4,147.11,0.4,Fishing,Expansion,652.89,12,23.0,0.4175,0,0,14,0,1,0
2904,2024-11-16,35,Senegal,F,47,3,88.94,6.1,Services,Working capital,468.28,6,31.0,0.9585,2,0,14,1,0,1
2905,2023-05-26,17,Gambia,M,25,3,57.18,1.3,Services,Working capital,446.27,6,34.7,1.4356,0,0,0,1,0,0
2906,2024-02-20,26,Ghana,M,35,0,106.93,6.6,Fishing,Working capital,478.08,12,22.6,0.4197,0,0,0,0,0,1
2907,2024-11-16,35,Gambia,F,30,7,67.28,4.7,Livestock,Inventory,293.02,18,27.2,0.2974,0,0,0,1,0,0
2908,2022-04-01,3,Ghana,F,43,1,294.52,6.2,Agriculture,Education,740.01,9,27.4,0.312,0,0,0,0,0,0
2909,2024-10-17,34,Gambia,M,33,1,77.29,3.8,Petty trade,Working capital,167.02,12,17.3,0.1974,2,2,155,1,1,0
2910,2023-11-22,23,Sierra Leone,F,27,5,112.38,7.7,Livestock,Inventory,330.59,12,36.4,0.2961,0,0,0,0,1,0
2911,2024-03-21,27,Ghana,M,56,5,82.29,2.3,Agriculture,Working capital,703.37,9,29.5,1.0702,2,0,0,1,1,0
2912,2022-07-30,7,Ghana,F,44,4,57.9,3.6,Agriculture,Emergency,306.51,6,21.6,0.9387,2,0,0,1,0,0
2913,2023-10-23,22,Nigeria,F,40,4,183.21,0.3,Livestock,Emergency,1144.14,12,27.5,0.6011,0,0,0,0,1,0
2914,2024-03-21,27,Sierra Leone,F,24,7,114.81,2.4,Manufacturing,Equipment,521.01,18,36.8,0.3318,1,0,0,1,0,0
2915,2023-08-24,20,Nigeria,M,21,1,495.69,0.8,Agriculture,Working capital,2641.68,3,21.6,1.8408,4,0,0,0,0,0
2916,2022-08-29,8,Ghana,M,55,3,227.8,0.6,Agriculture,Inventory,1380.79,9,18.8,0.7273,3,1,114,0,0,0
2917,2022-12-27,12,Nigeria,F,63,1,126.73,4.3,Manufacturing,Inventory,555.65,6,19.1,0.772,4,1,151,0,0,0
2918,2024-08-18,32,Gambia,M,45,3,151.44,7.0,Agriculture,Inventory,663.31,6,47.2,0.8337,0,0,14,0,0,0
2919,2022-03-02,2,Nigeria,M,19,3,115.12,1.2,Agriculture,Working capital,324.11,6,35.1,0.5184,2,1,65,0,0,0
